time,band,channel_1,channel_2,channel_3,channel_4,channel_5,channel_n_vals,channel_present,sc_active_1,sc_active_2,sc_active_3,sc_active_4,sc_active_5,sc_active_n_vals,sc_active_present,rscp_active_1,rscp_active_2,rscp_active_3,rscp_active_4,rscp_active_5,rscp_active_n_vals,rscp_active_present,ecno_active_1,ecno_active_2,ecno_active_3,ecno_active_4,ecno_active_5,ecno_active_n_vals,ecno_active_present,rscp_detected_1,sc_detected_1,sc_detected_2,sc_detected_3,sc_detected_4,sc_detected_5,sc_detected_6,sc_detected_7,sc_detected_8,sc_detected_9,sc_detected_10,sc_detected_11,sc_detected_12,sc_detected_13,sc_detected_14,sc_detected_15,sc_detected_16,sc_detected_17,sc_detected_18,sc_detected_19,sc_detected_20,sc_detected_21,sc_detected_22,sc_detected_23,sc_detected_24,sc_detected_25,sc_detected_26,sc_detected_27,sc_detected_28,sc_detected_29,sc_detected_30,sc_detected_31,sc_detected_32,sc_detected_33,sc_detected_34,sc_detected_35,sc_detected_36,sc_detected_37,sc_detected_38,sc_detected_39,sc_detected_40,sc_detected_41,rscp_active_mean,rscp_active_max,rscp_active_min,rscp_active_std,rscp_active_range,ecno_active_mean,ecno_active_max,ecno_active_min,ecno_active_std,rscp_detected_mean,rscp_detected_max,rscp_detected_min,rscp_delta_active_vs_best_detected
 8:36:11.915,UMTS FDD 2100 band 1,10738,,,,,1,1,387,,,,,1,1,-73.2,,,,,1,1,-9.9,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.2,-73.2,-73.2,,0.0,-9.9,-9.9,-9.9,,,,,
 8:36:12.338,UMTS FDD 2100 band 1,10738,,,,,1,1,387,,,,,1,1,-78.1,,,,,1,1,-14.3,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.1,-78.1,-78.1,,0.0,-14.3,-14.3,-14.3,,,,,
 8:36:13.021,UMTS FDD 2100 band 1,10738,,,,,1,1,387,,,,,1,1,-74.3,,,,,1,1,-10.6,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.3,-74.3,-74.3,,0.0,-10.6,-10.6,-10.6,,,,,
 8:36:13.535,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-68.1,-71.9,,,,2,1,-7.0,-7.2,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.0,-68.1,-71.9,2.6870057685088886,3.8000000000000114,-7.1,-7.0,-7.2,0.14142135623730964,,,,
 8:36:14.018,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,,,,2,1,387,387,,,,2,1,-71.4,-69.1,,,,2,1,-5.9,-8.2,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.25,-69.1,-71.4,1.6263455967290674,2.3000000000000114,-7.05,-5.9,-8.2,1.6263455967290585,,,,
 8:36:14.540,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,,,,2,1,387,387,,,,2,1,-75.1,-70.5,,,,2,1,-7.5,-7.7,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.8,-70.5,-75.1,3.2526911934581144,4.599999999999994,-7.6,-7.5,-7.7,0.14142135623730964,,,,
 8:36:15.094,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,,,,2,1,387,387,,,,2,1,-73.5,-70.3,,,,2,1,-6.9,-7.8,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.9,-70.3,-73.5,2.2627416997969543,3.200000000000003,-7.35,-6.9,-7.8,0.6363961030678924,,,,
 8:36:15.634,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,,,,2,1,387,387,,,,2,1,-72.5,-69.7,,,,2,1,-5.1,-7.4,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.1,-69.7,-72.5,1.979898987322331,2.799999999999997,-6.25,-5.1,-7.4,1.6263455967290599,,,,
 8:36:16.134,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,,,,2,1,387,387,,,,2,1,-72.4,-70.1,,,,2,1,-4.9,-8.8,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.25,-70.1,-72.4,1.6263455967290674,2.3000000000000114,-6.8500000000000005,-4.9,-8.8,2.7577164466275357,,,,
 8:36:16.305,,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 8:36:16.625,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,,,,2,1,387,387,,,,2,1,-72.5,-70.1,,,,2,1,-5.9,-7.0,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.3,-70.1,-72.5,1.697056274847718,2.4000000000000057,-6.45,-5.9,-7.0,0.7778174593052021,,,,
 8:36:17.061,,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 8:36:17.170,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10713,,,3,1,387,395,387,,,3,1,-73.1,-74.3,-71.8,,,3,1,-6.4,-8.6,-9.0,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.06666666666666,-71.8,-74.3,1.2503332889007368,2.5,-8.0,-6.4,-9.0,1.3999999999999997,,,,
 8:36:17.645,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,10738,,,3,1,387,387,395,,,3,1,-68.0,-72.3,-72.4,,,3,1,-5.7,-7.7,-7.8,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.9,-68.0,-72.4,2.511971337416095,4.400000000000006,-7.066666666666666,-5.7,-7.8,1.1846237095944574,,,,
 8:36:18.165,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10713,,,3,1,387,395,387,,,3,1,-71.1,-71.9,-70.3,,,3,1,-5.5,-6.6,-8.3,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.10000000000001,-70.3,-71.9,0.8000000000000043,1.6000000000000085,-6.8,-5.5,-8.3,1.4106735979665888,,,,
 8:36:18.715,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,10738,,,3,1,387,387,395,,,3,1,-67.1,-72.8,-74.0,,,3,1,-5.8,-5.8,-7.8,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.3,-67.1,-74.0,3.686461718233355,6.900000000000006,-6.466666666666666,-5.8,-7.8,1.1547005383792517,,,,
 8:36:19.235,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,10738,,,3,1,387,387,395,,,3,1,-72.8,-66.1,-73.7,,,3,1,-5.2,-5.7,-8.5,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.86666666666666,-66.1,-73.7,4.152509281546926,7.6000000000000085,-6.466666666666666,-5.2,-8.5,1.77857620959388,,,,
 8:36:19.745,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,10738,,,3,1,387,387,395,,,3,1,-72.7,-66.6,-73.3,,,3,1,-10.7,-10.8,-12.2,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.86666666666667,-66.6,-73.3,3.7072002014098664,6.700000000000003,-11.233333333333334,-10.7,-12.2,0.8386497083606079,,,,
 8:36:20.265,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,10738,,,3,1,387,387,395,,,3,1,-68.7,-72.6,-75.9,,,3,1,-6.5,-6.8,-10.1,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.4,-68.7,-75.9,3.604164258188021,7.200000000000003,-7.8,-6.5,-10.1,1.9974984355438177,,,,
 8:36:20.765,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10713,,,3,1,387,395,387,,,3,1,-73.7,-74.2,-69.1,,,3,1,-9.0,-9.2,-10.9,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.33333333333333,-69.1,-74.2,2.8112867753634387,5.1000000000000085,-9.700000000000001,-9.0,-10.9,1.0440306508910553,,,,
 8:36:21.271,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,10738,,,3,1,387,387,395,,,3,1,-68.6,-72.9,-78.5,,,3,1,-7.4,-7.7,-13.3,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.33333333333333,-68.6,-78.5,4.964205206609952,9.900000000000006,-9.466666666666667,-7.4,-13.3,3.323151115031234,,,,
 8:36:21.651,,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 8:36:21.811,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,10738,,,3,1,387,387,395,,,3,1,-66.5,-74.7,-76.8,,,3,1,-7.6,-8.8,-10.9,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.66666666666667,-66.5,-76.8,5.442732157045148,10.299999999999997,-9.1,-7.6,-10.9,1.6703293088490068,,,,
 8:36:22.325,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,10738,,,3,1,387,387,395,,,3,1,-70.5,-68.6,-79.5,,,3,1,-6.5,-6.9,-15.5,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.86666666666666,-68.6,-79.5,5.822656896411925,10.900000000000006,-9.633333333333333,-6.5,-15.5,5.084617324178225,,,,
 8:36:22.867,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,10738,,,3,1,387,387,395,,,3,1,-72.4,-67.9,-79.7,,,3,1,-7.4,-10.8,-14.7,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.33333333333333,-67.9,-79.7,5.955109850652069,11.799999999999997,-10.966666666666669,-7.4,-14.7,3.652852766446155,,,,
 8:36:23.390,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10713,,,3,1,387,395,387,,,3,1,-75.1,-75.7,-72.9,,,3,1,-8.5,-9.1,-9.9,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.56666666666668,-72.9,-75.7,1.4742229591663956,2.799999999999997,-9.166666666666666,-8.5,-9.9,0.7023769168568494,,,,
 8:36:23.935,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,10738,,,3,1,387,387,395,,,3,1,-66.9,-71.9,-73.7,,,3,1,-6.3,-8.3,-10.1,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.83333333333333,-66.9,-73.7,3.5232560697930153,6.799999999999997,-8.233333333333334,-6.3,-10.1,1.9008769905844336,,,,
 8:36:24.390,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,10738,,,3,1,387,387,395,,,3,1,-70.2,-68.0,-75.9,,,3,1,-6.3,-6.4,-12.0,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.36666666666666,-68.0,-75.9,4.07717222267264,7.900000000000006,-8.233333333333333,-6.3,-12.0,3.2624121954978853,,,,
 8:36:24.907,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,10738,,,3,1,387,387,395,,,3,1,-65.4,-73.4,-78.5,,,3,1,-5.7,-9.5,-14.6,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.43333333333334,-65.4,-78.5,6.603282012252187,13.099999999999994,-9.933333333333332,-5.7,-14.6,4.46579593503032,,,,
 8:36:25.411,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,10738,,,3,1,387,387,395,,,3,1,-70.6,-70.1,-79.2,,,3,1,-6.0,-7.5,-16.6,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.3,-70.1,-79.2,5.11566222497147,9.100000000000009,-10.033333333333333,-6.0,-16.6,5.73614272253867,,,,
 8:36:25.915,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,10738,,,3,1,387,387,395,,,3,1,-71.3,-75.6,-78.0,,,3,1,-7.1,-8.9,-11.3,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.96666666666665,-71.3,-78.0,3.3946035605550966,6.700000000000003,-9.1,-7.1,-11.3,2.107130750570548,,,,
 8:36:26.471,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,10738,,,3,1,387,387,395,,,3,1,-71.7,-69.2,-81.0,,,3,1,-6.1,-6.5,-15.4,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.96666666666667,-69.2,-81.0,6.217984668148781,11.799999999999997,-9.333333333333334,-6.1,-15.4,5.257692776621067,,,,
 8:36:26.971,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10738,10713,,,3,1,387,395,387,,,3,1,-75.7,-75.8,-73.3,,,3,1,-8.8,-8.9,-9.4,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.93333333333334,-73.3,-75.8,1.415391583037478,2.5,-9.033333333333333,-8.8,-9.4,0.3214550253664317,,,,
 8:36:27.485,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,10738,,,3,1,387,387,395,,,3,1,-73.5,-72.2,-82.0,,,3,1,-6.9,-8.3,-15.4,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.89999999999999,-72.2,-82.0,5.3225933528685045,9.799999999999997,-10.200000000000001,-6.9,-15.4,4.557411546042337,,,,
 8:36:27.935,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,10738,,,3,1,387,387,395,,,3,1,-71.0,-72.2,-78.8,,,3,1,-7.1,-8.0,-14.6,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.0,-71.0,-78.8,4.1999999999999975,7.799999999999997,-9.9,-7.1,-14.6,4.095119045888654,,,,
 8:36:28.497,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,10738,,,3,1,387,387,395,,,3,1,-63.3,-73.9,-75.9,,,3,1,-3.6,-8.5,-10.5,,,3,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.03333333333333,-63.3,-75.9,6.771508940652254,12.600000000000009,-7.533333333333334,-3.6,-10.5,3.5501173689518115,,,,
 8:36:28.971,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-72.7,-73.7,,,,2,1,-5.3,-12.9,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.2,-72.7,-73.7,0.7071067811865476,1.0,-9.1,-5.3,-12.9,5.374011537017761,,,,
 8:36:29.545,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,,,,2,1,387,387,,,,2,1,-71.9,-70.9,,,,2,1,-8.1,-11.8,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.4,-70.9,-71.9,0.7071067811865476,1.0,-9.95,-8.1,-11.8,2.6162950903902265,,,,
 8:36:30.105,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-66.6,-73.9,,,,2,1,-5.9,-9.4,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.25,-66.6,-73.9,5.1618795026618045,7.300000000000011,-7.65,-5.9,-9.4,2.4748737341529163,,,,
 8:36:30.568,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-68.2,-70.3,,,,2,1,-6.3,-7.3,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.25,-68.2,-70.3,1.4849242404917458,2.0999999999999943,-6.8,-6.3,-7.3,0.7071067811865476,,,,
 8:36:31.111,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-66.4,-69.5,,,,2,1,-5.3,-6.7,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.95,-66.4,-69.5,2.192031021678293,3.0999999999999943,-6.0,-5.3,-6.7,0.9899494936611668,,,,
 8:36:31.665,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-65.2,-70.6,,,,2,1,-4.6,-7.8,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.9,-65.2,-70.6,3.8183766184073504,5.3999999999999915,-6.199999999999999,-4.6,-7.8,2.2627416997969525,,,,
 8:36:32.165,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-66.8,-71.0,,,,2,1,-5.8,-6.5,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.9,-66.8,-71.0,2.9698484809835013,4.200000000000003,-6.15,-5.8,-6.5,0.4949747468305834,,,,
 8:36:32.725,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-66.9,-73.8,,,,2,1,-5.1,-12.9,,,,2,1,,138,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.35,-66.9,-73.8,4.879036790187172,6.8999999999999915,-9.0,-5.1,-12.9,5.515432893255071,,,,
 8:36:33.245,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-66.6,-70.8,,,,2,1,-4.9,-6.6,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.69999999999999,-66.6,-70.8,2.9698484809835013,4.200000000000003,-5.75,-4.9,-6.6,1.2020815280171302,,,,
 8:36:33.791,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-66.2,-70.8,,,,2,1,-5.8,-6.8,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.5,-66.2,-70.8,3.2526911934581144,4.599999999999994,-6.3,-5.8,-6.8,0.7071067811865476,,,,
 8:36:34.271,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-66.7,-70.8,,,,2,1,-5.2,-7.3,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.75,-66.7,-70.8,2.899137802864841,4.099999999999994,-6.25,-5.2,-7.3,1.4849242404917495,,,,
 8:36:34.817,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-67.2,-71.2,,,,2,1,-5.3,-6.7,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.2,-67.2,-71.2,2.8284271247461903,4.0,-6.0,-5.3,-6.7,0.9899494936611668,,,,
 8:36:35.365,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-66.5,-70.6,,,,2,1,-5.8,-7.1,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.55,-66.5,-70.6,2.899137802864841,4.099999999999994,-6.449999999999999,-5.8,-7.1,0.9192388155425116,,,,
 8:36:35.867,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-64.6,-72.8,,,,2,1,-4.2,-7.4,,,,2,1,,138,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.69999999999999,-64.6,-72.8,5.798275605729692,8.200000000000003,-5.800000000000001,-4.2,-7.4,2.2627416997969525,,,,
 8:36:36.371,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-68.8,-74.1,,,,2,1,-6.0,-8.3,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.44999999999999,-68.8,-74.1,3.7476659402887,5.299999999999997,-7.15,-6.0,-8.3,1.6263455967290599,,,,
 8:36:36.867,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-65.6,-69.5,,,,2,1,-5.0,-7.6,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.55,-65.6,-69.5,2.7577164466275392,3.9000000000000057,-6.3,-5.0,-7.6,1.8384776310850233,,,,
 8:36:37.451,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-64.9,-70.2,,,,2,1,-4.7,-11.9,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.55000000000001,-64.9,-70.2,3.7476659402887,5.299999999999997,-8.3,-4.7,-11.9,5.091168824543142,,,,
 8:36:37.947,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-64.2,-68.6,,,,2,1,-5.1,-6.4,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.4,-64.2,-68.6,3.111269837220803,4.3999999999999915,-5.75,-5.1,-6.4,0.9192388155425123,,,,
 8:36:38.489,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-65.7,-69.9,,,,2,1,-4.6,-8.0,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.80000000000001,-65.7,-69.9,2.9698484809835013,4.200000000000003,-6.3,-4.6,-8.0,2.4041630560342617,,,,
 8:36:38.971,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-64.9,-70.7,,,,2,1,-4.4,-7.1,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.80000000000001,-64.9,-70.7,4.101219330881974,5.799999999999997,-5.75,-4.4,-7.1,1.9091883092036779,,,,
 8:36:39.513,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-65.5,-71.0,,,,2,1,-5.9,-7.5,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.25,-65.5,-71.0,3.8890872965260113,5.5,-6.7,-5.9,-7.5,1.1313708498984758,,,,
 8:36:40.031,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-65.3,-69.2,,,,2,1,-4.7,-6.5,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.25,-65.3,-69.2,2.7577164466275392,3.9000000000000057,-5.6,-4.7,-6.5,1.2727922061357855,,,,
 8:36:40.565,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-63.9,-68.0,,,,2,1,-4.2,-5.6,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.95,-63.9,-68.0,2.899137802864846,4.100000000000001,-4.9,-4.2,-5.6,0.9899494936611661,,,,
 8:36:41.110,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10738,10713,,,,2,1,387,387,,,,2,1,-69.7,-65.6,,,,2,1,-5.8,-6.5,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.65,-65.6,-69.7,2.8991378028648507,4.1000000000000085,-6.15,-5.8,-6.5,0.4949747468305834,,,,
 8:36:41.611,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-64.3,-69.2,,,,2,1,-4.4,-7.2,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.75,-64.3,-69.2,3.4648232278140867,4.900000000000006,-5.800000000000001,-4.4,-7.2,1.979898987322333,,,,
 8:36:42.111,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-66.0,-69.2,,,,2,1,-5.9,-6.2,,,,2,1,,138,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.6,-66.0,-69.2,2.2627416997969543,3.200000000000003,-6.050000000000001,-5.9,-6.2,0.21213203435596412,,,,
 8:36:42.667,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-72.6,-70.9,,,,2,1,-4.8,-11.4,,,,2,1,,138,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.75,-70.9,-72.6,1.2020815280171229,1.6999999999999886,-8.1,-4.8,-11.4,4.666904755831214,,,,
 8:36:43.211,"UMTS FDD 2100 band 1, UMTS FDD 2100 band 1",10713,10738,,,,2,1,387,387,,,,2,1,-65.2,-68.4,,,,2,1,-5.0,-6.2,,,,2,1,,395,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.80000000000001,-65.2,-68.4,2.2627416997969543,3.200000000000003,-5.6,-5.0,-6.2,0.8485281374238571,,,,
